Date,Paracetamolo[it],
2008-02-18 12,29,
2008-02-18 13,27,
2008-02-18 14,14,
2008-02-18 15,12,
2008-02-18 16,30,
2008-02-18 17,29,
2008-02-18 18,18,
2008-02-18 19,32,
2008-02-18 20,36,
2008-02-18 21,20,
2008-02-18 22,9,
2008-02-18 23,8,
2008-02-19 00,4,
2008-02-19 01,5,
2008-02-19 02,1,
2008-02-19 03,3,
2008-02-19 04,2,
2008-02-19 05,0,
2008-02-19 06,0,
2008-02-19 07,4,
2008-02-19 08,14,
2008-02-19 09,17,
2008-02-19 10,19,
2008-02-19 11,28,
2008-02-19 12,27,
2008-02-19 13,12,
2008-02-19 14,16,
2008-02-19 15,31,
2008-02-19 16,31,
2008-02-19 17,21,
2008-02-19 18,13,
2008-02-19 19,14,
2008-02-19 20,12,
2008-02-19 21,27,
2008-02-19 22,18,
2008-02-19 23,14,
2008-02-20 00,5,
2008-02-20 01,1,
2008-02-20 02,5,
2008-02-20 03,1,
2008-02-20 04,1,
2008-02-20 05,0,
2008-02-20 06,0,
2008-02-20 07,0,
2008-02-20 08,8,
2008-02-20 09,14,
2008-02-20 10,31,
2008-02-20 11,18,
2008-02-20 12,14,
2008-02-20 13,24,
2008-02-20 14,31,
2008-02-20 15,24,
2008-02-20 16,20,
2008-02-20 17,18,
2008-02-20 18,19,
2008-02-20 19,14,
2008-02-20 20,25,
2008-02-20 21,19,
2008-02-20 22,10,
2008-02-20 23,2,
2008-02-21 00,4,
2008-02-21 01,0,
2008-02-21 02,0,
2008-02-21 03,2,
2008-02-21 04,3,
2008-02-21 05,3,
2008-02-21 06,3,
2008-02-21 07,0,
2008-02-21 08,6,
2008-02-21 09,17,
2008-02-21 10,11,
2008-02-21 11,36,
2008-02-21 12,27,
2008-02-21 13,19,
2008-02-21 14,13,
2008-02-21 15,36,
2008-02-21 16,33,
2008-02-21 17,31,
2008-02-21 18,22,
2008-02-21 19,36,
2008-02-21 20,23,
2008-02-21 21,14,
2008-02-21 22,4,
2008-02-21 23,9,
2008-02-22 00,0,
2008-02-22 01,2,
2008-02-22 02,0,
2008-02-22 03,2,
2008-02-22 04,2,
2008-02-22 05,0,
2008-02-22 06,9,
2008-02-22 07,0,
2008-02-22 08,9,
2008-02-22 09,15,
2008-02-22 10,19,
2008-02-22 11,33,
2008-02-22 12,25,
2008-02-22 13,17,
2008-02-22 14,17,
2008-02-22 15,13,
2008-02-22 16,32,
2008-02-22 17,36,
2008-02-22 18,27,
2008-02-22 19,24,
2008-02-22 20,26,
2008-02-22 21,13,
2008-02-22 22,26,
2008-02-22 23,10,
2008-02-23 00,22,
2008-02-23 01,5,
2008-02-23 02,0,
2008-02-23 03,0,
2008-02-23 04,0,
2008-02-23 05,0,
2008-02-23 06,0,
2008-02-23 07,0,
2008-02-23 08,5,
2008-02-23 09,9,
2008-02-23 10,17,
2008-02-23 11,29,
2008-02-23 12,21,
2008-02-23 13,27,
2008-02-23 14,20,
2008-02-23 15,15,
2008-02-23 16,14,
2008-02-23 17,8,
2008-02-23 18,28,
2008-02-23 19,21,
2008-02-23 20,18,
2008-02-23 21,20,
2008-02-23 22,12,
2008-02-23 23,17,
2008-02-24 00,9,
2008-02-24 01,6,
2008-02-24 02,19,
2008-02-24 03,0,
2008-02-24 04,1,
2008-02-24 05,3,
2008-02-24 06,2,
2008-02-24 07,0,
2008-02-24 08,13,
2008-02-24 09,10,
2008-02-24 10,25,
2008-02-24 11,23,
2008-02-24 12,16,
2008-02-24 13,15,
2008-02-24 14,16,
2008-02-24 15,16,
2008-02-24 16,14,
2008-02-24 17,22,
2008-02-24 18,22,
2008-02-24 19,27,
2008-02-24 20,15,
2008-02-24 21,26,
2008-02-24 22,21,
2008-02-24 23,17,
2008-02-25 00,9,
2008-02-25 01,8,
2008-02-25 02,3,
2008-02-25 03,2,
2008-02-25 04,1,
2008-02-25 05,1,
2008-02-25 06,0,
2008-02-25 07,8,
2008-02-25 08,2,
2008-02-25 09,26,
2008-02-25 10,16,
2008-02-25 11,34,
2008-02-25 12,25,
2008-02-25 13,19,
2008-02-25 14,26,
2008-02-25 15,24,
2008-02-25 16,31,
2008-02-25 17,22,
2008-02-25 18,30,
2008-02-25 19,37,
2008-02-25 20,18,
2008-02-25 21,24,
2008-02-25 22,14,
2008-02-25 23,17,
2008-02-26 00,4,
2008-02-26 01,2,
2008-02-26 02,0,
2008-02-26 03,0,
2008-02-26 04,3,
2008-02-26 05,0,
2008-02-26 06,2,
2008-02-26 07,7,
2008-02-26 08,7,
2008-02-26 09,14,
2008-02-26 10,9,
2008-02-26 11,30,
2008-02-26 12,25,
2008-02-26 13,22,
2008-02-26 14,32,
2008-02-26 15,20,
2008-02-26 16,39,
2008-02-26 17,29,
2008-02-26 18,27,
2008-02-26 19,16,
2008-02-26 20,34,
2008-02-26 21,17,
2008-02-26 22,18,
2008-02-26 23,20,
2008-02-27 00,5,
2008-02-27 01,5,
2008-02-27 02,2,
2008-02-27 03,5,
2008-02-27 04,0,
2008-02-27 05,1,
2008-02-27 06,0,
2008-02-27 07,2,
2008-02-27 08,10,
2008-02-27 09,25,
2008-02-27 10,12,
2008-02-27 11,17,
2008-02-27 12,22,
2008-02-27 13,28,
2008-02-27 14,19,
2008-02-27 15,19,
2008-02-27 16,24,
2008-02-27 17,28,
2008-02-27 18,24,
2008-02-27 19,11,
2008-02-27 20,7,
2008-02-27 21,12,
2008-02-27 22,9,
2008-02-27 23,16,
2008-02-28 00,2,
2008-02-28 01,4,
2008-02-28 02,0,
2008-02-28 03,5,
2008-02-28 04,1,
2008-02-28 05,0,
2008-02-28 06,0,
2008-02-28 07,3,
2008-02-28 08,7,
2008-02-28 09,29,
2008-02-28 10,17,
2008-02-28 11,15,
2008-02-28 12,17,
2008-02-28 13,6,
2008-02-28 14,26,
2008-02-28 15,21,
2008-02-28 16,25,
2008-02-28 17,14,
2008-02-28 18,28,
2008-02-28 19,26,
2008-02-28 20,39,
2008-02-28 21,16,
2008-02-28 22,10,
2008-02-28 23,7,
2008-02-29 00,4,
2008-02-29 01,9,
2008-02-29 02,4,
2008-02-29 03,0,
2008-02-29 04,4,
2008-02-29 05,2,
2008-02-29 06,0,
2008-02-29 07,7,
2008-02-29 08,5,
2008-02-29 09,21,
2008-02-29 10,19,
2008-02-29 11,25,
2008-02-29 12,18,
2008-02-29 13,18,
2008-02-29 14,17,
2008-02-29 15,19,
2008-02-29 16,42,
2008-02-29 17,17,
2008-02-29 18,26,
2008-02-29 19,28,
2008-02-29 20,10,
2008-02-29 21,9,
2008-02-29 22,10,
2008-02-29 23,11,
2008-03-01 00,9,
2008-03-01 01,1,
2008-03-01 02,1,
2008-03-01 03,0,
2008-03-01 04,11,
2008-03-01 05,0,
2008-03-01 06,1,
2008-03-01 07,0,
2008-03-01 08,8,
2008-03-01 09,12,
2008-03-01 10,10,
2008-03-01 11,14,
2008-03-01 12,13,
2008-03-01 13,12,
2008-03-01 14,19,
2008-03-01 15,15,
2008-03-01 16,21,
2008-03-01 17,11,
2008-03-01 18,19,
2008-03-01 19,17,
2008-03-01 20,13,
2008-03-01 21,12,
2008-03-01 22,8,
2008-03-01 23,2,
2008-03-02 00,11,
2008-03-02 01,2,
2008-03-02 02,0,
2008-03-02 03,1,
2008-03-02 04,2,
2008-03-02 05,2,
2008-03-02 06,2,
2008-03-02 07,2,
2008-03-02 08,4,
2008-03-02 09,11,
2008-03-02 10,12,
2008-03-02 11,12,
2008-03-02 12,10,
2008-03-02 13,19,
2008-03-02 14,6,
2008-03-02 15,16,
2008-03-02 16,20,
2008-03-02 17,6,
2008-03-02 18,21,
2008-03-02 19,26,
2008-03-02 20,14,
2008-03-02 21,14,
2008-03-02 22,22,
2008-03-02 23,7,
2008-03-03 00,5,
2008-03-03 01,4,
2008-03-03 02,0,
2008-03-03 03,2,
2008-03-03 04,0,
2008-03-03 05,0,
2008-03-03 06,0,
2008-03-03 07,3,
2008-03-03 08,18,
2008-03-03 09,18,
2008-03-03 10,18,
2008-03-03 11,14,
2008-03-03 12,31,
2008-03-03 13,16,
2008-03-03 14,25,
2008-03-03 15,13,
2008-03-03 16,11,
2008-03-03 17,0,
2008-03-03 18,0,
2008-03-03 19,0,
2008-03-03 20,0,
2008-03-03 21,0,
2008-03-03 22,0,
2008-03-03 23,0,
2008-03-04 00,0,
2008-03-04 01,0,
2008-03-04 02,0,
2008-03-04 03,0,
2008-03-04 04,0,
2008-03-04 05,0,
2008-03-04 06,0,
2008-03-04 07,0,
2008-03-04 08,0,
2008-03-04 09,0,
2008-03-04 10,0,
2008-03-04 11,0,
2008-03-04 12,0,
2008-03-04 13,0,
2008-03-04 14,0,
2008-03-04 15,0,
2008-03-04 16,16,
2008-03-04 17,26,
2008-03-04 18,19,
2008-03-04 19,23,
2008-03-04 20,25,
2008-03-04 21,7,
2008-03-04 22,11,
2008-03-04 23,10,
2008-03-05 00,5,
2008-03-05 01,10,
2008-03-05 02,3,
2008-03-05 03,0,
2008-03-05 04,0,
2008-03-05 05,0,
2008-03-05 06,0,
2008-03-05 07,2,
2008-03-05 08,7,
2008-03-05 09,19,
2008-03-05 10,28,
2008-03-05 11,17,
2008-03-05 12,10,
2008-03-05 13,10,
2008-03-05 14,27,
2008-03-05 15,33,
2008-03-05 16,15,
2008-03-05 17,51,
2008-03-05 18,22,
2008-03-05 19,22,
2008-03-05 20,13,
2008-03-05 21,16,
2008-03-05 22,10,
2008-03-05 23,8,
2008-03-06 00,6,
2008-03-06 01,0,
2008-03-06 02,8,
2008-03-06 03,4,
2008-03-06 04,1,
2008-03-06 05,1,
2008-03-06 06,1,
2008-03-06 07,4,
2008-03-06 08,9,
2008-03-06 09,17,
2008-03-06 10,11,
2008-03-06 11,15,
2008-03-06 12,31,
2008-03-06 13,20,
2008-03-06 14,17,
2008-03-06 15,25,
2008-03-06 16,25,
2008-03-06 17,24,
2008-03-06 18,23,
2008-03-06 19,31,
2008-03-06 20,13,
2008-03-06 21,17,
2008-03-06 22,13,
2008-03-06 23,14,
2008-03-07 00,3,
2008-03-07 01,4,
2008-03-07 02,4,
2008-03-07 03,2,
2008-03-07 04,1,
2008-03-07 05,2,
2008-03-07 06,0,
2008-03-07 07,0,
2008-03-07 08,8,
2008-03-07 09,12,
2008-03-07 10,7,
2008-03-07 11,34,
2008-03-07 12,17,
2008-03-07 13,26,
2008-03-07 14,15,
2008-03-07 15,20,
2008-03-07 16,22,
2008-03-07 17,23,
2008-03-07 18,21,
2008-03-07 19,20,
2008-03-07 20,6,
2008-03-07 21,11,
2008-03-07 22,5,
2008-03-07 23,8,
2008-03-08 00,2,
2008-03-08 01,2,
2008-03-08 02,0,
2008-03-08 03,0,
2008-03-08 04,0,
2008-03-08 05,0,
2008-03-08 06,1,
2008-03-08 07,0,
2008-03-08 08,5,
2008-03-08 09,7,
2008-03-08 10,5,
2008-03-08 11,12,
2008-03-08 12,18,
2008-03-08 13,11,
2008-03-08 14,12,
2008-03-08 15,14,
2008-03-08 16,7,
2008-03-08 17,10,
2008-03-08 18,23,
2008-03-08 19,17,
2008-03-08 20,18,
2008-03-08 21,14,
2008-03-08 22,5,
2008-03-08 23,6,
2008-03-09 00,2,
2008-03-09 01,1,
2008-03-09 02,1,
2008-03-09 03,0,
2008-03-09 04,1,
2008-03-09 05,0,
2008-03-09 06,0,
2008-03-09 07,0,
2008-03-09 08,11,
2008-03-09 09,10,
2008-03-09 10,8,
2008-03-09 11,9,
2008-03-09 12,19,
2008-03-09 13,17,
2008-03-09 14,12,
2008-03-09 15,5,
2008-03-09 16,11,
2008-03-09 17,19,
2008-03-09 18,11,
2008-03-09 19,24,
2008-03-09 20,15,
2008-03-09 21,14,
2008-03-09 22,20,
2008-03-09 23,4,
2008-03-10 00,9,
2008-03-10 01,3,
2008-03-10 02,0,
2008-03-10 03,1,
2008-03-10 04,1,
2008-03-10 05,0,
2008-03-10 06,4,
2008-03-10 07,4,
2008-03-10 08,4,
2008-03-10 09,16,
2008-03-10 10,24,
2008-03-10 11,12,
2008-03-10 12,19,
2008-03-10 13,30,
2008-03-10 14,13,
2008-03-10 15,19,
2008-03-10 16,22,
2008-03-10 17,26,
2008-03-10 18,18,
2008-03-10 19,21,
2008-03-10 20,14,
2008-03-10 21,33,
2008-03-10 22,6,
2008-03-10 23,17,
2008-03-11 00,10,
2008-03-11 01,4,
2008-03-11 02,0,
2008-03-11 03,0,
2008-03-11 04,1,
2008-03-11 05,1,
2008-03-11 06,6,
2008-03-11 07,1,
2008-03-11 08,9,
2008-03-11 09,25,
2008-03-11 10,9,
2008-03-11 11,21,
2008-03-11 12,23,
2008-03-11 13,17,
2008-03-11 14,14,
2008-03-11 15,13,
2008-03-11 16,22,
2008-03-11 17,23,
2008-03-11 18,21,
2008-03-11 19,13,
2008-03-11 20,15,
2008-03-11 21,13,
2008-03-11 22,28,
2008-03-11 23,21,
2008-03-12 00,4,
2008-03-12 01,4,
2008-03-12 02,3,
2008-03-12 03,1,
2008-03-12 04,0,
2008-03-12 05,1,
2008-03-12 06,1,
2008-03-12 07,2,
2008-03-12 08,7,
2008-03-12 09,9,
2008-03-12 10,15,
2008-03-12 11,22,
2008-03-12 12,14,
2008-03-12 13,12,
2008-03-12 14,24,
2008-03-12 15,19,
2008-03-12 16,14,
2008-03-12 17,25,
2008-03-12 18,17,
2008-03-12 19,15,
2008-03-12 20,12,
2008-03-12 21,14,
2008-03-12 22,12,
2008-03-12 23,15,
2008-03-13 00,13,
2008-03-13 01,1,
2008-03-13 02,1,
2008-03-13 03,0,
2008-03-13 04,0,
2008-03-13 05,0,
2008-03-13 06,3,
2008-03-13 07,0,
2008-03-13 08,9,
2008-03-13 09,17,
2008-03-13 10,18,
2008-03-13 11,18,
2008-03-13 12,11,
2008-03-13 13,14,
2008-03-13 14,14,
2008-03-13 15,18,
2008-03-13 16,26,
2008-03-13 17,12,
2008-03-13 18,23,
2008-03-13 19,23,
2008-03-13 20,13,
2008-03-13 21,1,
2008-03-13 22,7,
2008-03-13 23,3,
2008-03-14 00,8,
2008-03-14 01,2,
2008-03-14 02,0,
2008-03-14 03,1,
2008-03-14 04,0,
2008-03-14 05,0,
2008-03-14 06,0,
2008-03-14 07,2,
2008-03-14 08,3,
2008-03-14 09,9,
2008-03-14 10,17,
2008-03-14 11,22,
2008-03-14 12,18,
2008-03-14 13,20,
2008-03-14 14,14,
2008-03-14 15,9,
2008-03-14 16,17,
2008-03-14 17,23,
2008-03-14 18,20,
2008-03-14 19,12,
2008-03-14 20,6,
2008-03-14 21,10,
2008-03-14 22,9,
2008-03-14 23,11,
2008-03-15 00,5,
2008-03-15 01,1,
2008-03-15 02,3,
2008-03-15 03,1,
2008-03-15 04,1,
2008-03-15 05,1,
2008-03-15 06,3,
2008-03-15 07,3,
2008-03-15 08,6,
2008-03-15 09,10,
2008-03-15 10,12,
2008-03-15 11,12,
2008-03-15 12,20,
2008-03-15 13,13,
2008-03-15 14,3,
2008-03-15 15,10,
2008-03-15 16,14,
2008-03-15 17,13,
2008-03-15 18,17,
2008-03-15 19,9,
2008-03-15 20,25,
2008-03-15 21,14,
2008-03-15 22,6,
2008-03-15 23,9,
2008-03-16 00,3,
2008-03-16 01,0,
2008-03-16 02,3,
2008-03-16 03,1,
2008-03-16 04,0,
2008-03-16 05,2,
2008-03-16 06,0,
2008-03-16 07,3,
2008-03-16 08,1,
2008-03-16 09,7,
2008-03-16 10,6,
2008-03-16 11,10,
2008-03-16 12,11,
2008-03-16 13,18,
2008-03-16 14,11,
2008-03-16 15,8,
2008-03-16 16,10,
2008-03-16 17,13,
2008-03-16 18,12,
2008-03-16 19,21,
2008-03-16 20,28,
2008-03-16 21,15,
2008-03-16 22,14,
2008-03-16 23,9,
2008-03-17 00,11,
2008-03-17 01,0,
2008-03-17 02,4,
2008-03-17 03,0,
2008-03-17 04,0,
2008-03-17 05,0,
2008-03-17 06,1,
2008-03-17 07,3,
2008-03-17 08,5,
2008-03-17 09,14,
2008-03-17 10,19,
2008-03-17 11,18,
2008-03-17 12,16,
2008-03-17 13,15,
2008-03-17 14,10,
2008-03-17 15,8,
2008-03-17 16,11,
2008-03-17 17,26,
2008-03-17 18,23,
2008-03-17 19,14,
2008-03-17 20,21,
2008-03-17 21,12,
2008-03-17 22,11,
2008-03-17 23,7,
2008-03-18 00,5,
2008-03-18 01,3,
2008-03-18 02,1,
2008-03-18 03,0,
2008-03-18 04,1,
2008-03-18 05,0,
2008-03-18 06,0,
2008-03-18 07,0,
2008-03-18 08,3,
2008-03-18 09,9,
2008-03-18 10,20,
2008-03-18 11,20,
2008-03-18 12,18,
2008-03-18 13,24,
2008-03-18 14,8,
2008-03-18 15,15,
2008-03-18 16,18,
2008-03-18 17,16,
2008-03-18 18,16,
2008-03-18 19,23,
2008-03-18 20,22,
2008-03-18 21,8,
2008-03-18 22,23,
2008-03-18 23,8,
2008-03-19 00,14,
2008-03-19 01,2,
2008-03-19 02,2,
2008-03-19 03,1,
2008-03-19 04,0,
2008-03-19 05,0,
2008-03-19 06,0,
2008-03-19 07,4,
2008-03-19 08,15,
2008-03-19 09,16,
2008-03-19 10,14,
2008-03-19 11,13,
2008-03-19 12,25,
2008-03-19 13,13,
2008-03-19 14,20,
2008-03-19 15,12,
2008-03-19 16,14,
2008-03-19 17,17,
2008-03-19 18,5,
2008-03-19 19,11,
2008-03-19 20,8,
2008-03-19 21,15,
2008-03-19 22,8,
2008-03-19 23,6,
2008-03-20 00,6,
2008-03-20 01,2,
2008-03-20 02,1,
2008-03-20 03,1,
2008-03-20 04,0,
2008-03-20 05,0,
2008-03-20 06,0,
2008-03-20 07,0,
2008-03-20 08,11,
2008-03-20 09,15,
2008-03-20 10,17,
2008-03-20 11,16,
2008-03-20 12,15,
2008-03-20 13,19,
2008-03-20 14,22,
2008-03-20 15,17,
2008-03-20 16,13,
2008-03-20 17,28,
2008-03-20 18,21,
2008-03-20 19,16,
2008-03-20 20,12,
2008-03-20 21,18,
2008-03-20 22,9,
2008-03-20 23,7,
2008-03-21 00,2,
2008-03-21 01,1,
2008-03-21 02,4,
2008-03-21 03,4,
2008-03-21 04,0,
2008-03-21 05,1,
2008-03-21 06,0,
2008-03-21 07,0,
2008-03-21 08,8,
2008-03-21 09,15,
2008-03-21 10,15,
2008-03-21 11,17,
2008-03-21 12,21,
2008-03-21 13,19,
2008-03-21 14,14,
2008-03-21 15,9,
2008-03-21 16,12,
2008-03-21 17,22,
2008-03-21 18,6,
2008-03-21 19,18,
2008-03-21 20,11,
2008-03-21 21,15,
2008-03-21 22,4,
2008-03-21 23,7,
2008-03-22 00,2,
2008-03-22 01,1,
2008-03-22 02,3,
2008-03-22 03,0,
2008-03-22 04,2,
2008-03-22 05,0,
2008-03-22 06,0,
2008-03-22 07,0,
2008-03-22 08,1,
2008-03-22 09,12,
2008-03-22 10,29,
2008-03-22 11,16,
2008-03-22 12,14,
2008-03-22 13,17,
2008-03-22 14,6,
2008-03-22 15,8,
2008-03-22 16,7,
2008-03-22 17,15,
2008-03-22 18,11,
2008-03-22 19,23,
2008-03-22 20,13,
2008-03-22 21,9,
2008-03-22 22,1,
2008-03-22 23,10,
2008-03-23 00,3,
2008-03-23 01,3,
2008-03-23 02,0,
2008-03-23 03,0,
2008-03-23 04,3,
2008-03-23 05,0,
2008-03-23 06,0,
2008-03-23 07,3,
2008-03-23 08,8,
2008-03-23 09,3,
2008-03-23 10,8,
2008-03-23 11,15,
2008-03-23 12,15,
2008-03-23 13,0,
2008-03-23 14,14,
2008-03-23 15,1,
2008-03-23 16,16,
2008-03-23 17,8,
2008-03-23 18,16,
2008-03-23 19,10,
2008-03-23 20,10,
2008-03-23 21,16,
2008-03-23 22,11,
2008-03-23 23,11,
2008-03-24 00,12,
2008-03-24 01,1,
2008-03-24 02,1,
2008-03-24 03,1,
2008-03-24 04,0,
2008-03-24 05,1,
2008-03-24 06,0,
2008-03-24 07,3,
2008-03-24 08,3,
2008-03-24 09,1,
2008-03-24 10,10,
2008-03-24 11,18,
2008-03-24 12,11,
2008-03-24 13,9,
2008-03-24 14,16,
2008-03-24 15,21,
2008-03-24 16,14,
2008-03-24 17,20,
2008-03-24 18,8,
2008-03-24 19,22,
2008-03-24 20,17,
2008-03-24 21,16,
2008-03-24 22,9,
2008-03-24 23,11,
2008-03-25 00,3,
2008-03-25 01,3,
2008-03-25 02,6,
2008-03-25 03,0,
2008-03-25 04,1,
2008-03-25 05,3,
2008-03-25 06,2,
2008-03-25 07,0,
2008-03-25 08,2,
2008-03-25 09,13,
2008-03-25 10,20,
2008-03-25 11,9,
2008-03-25 12,14,
2008-03-25 13,22,
2008-03-25 14,24,
2008-03-25 15,15,
2008-03-25 16,24,
2008-03-25 17,20,
2008-03-25 18,31,
2008-03-25 19,12,
2008-03-25 20,8,
2008-03-25 21,27,
2008-03-25 22,9,
2008-03-25 23,18,
2008-03-26 00,4,
2008-03-26 01,6,
2008-03-26 02,2,
2008-03-26 03,0,
2008-03-26 04,0,
2008-03-26 05,3,
2008-03-26 06,0,
2008-03-26 07,2,
2008-03-26 08,10,
2008-03-26 09,16,
2008-03-26 10,15,
2008-03-26 11,25,
2008-03-26 12,17,
2008-03-26 13,9,
2008-03-26 14,23,
2008-03-26 15,9,
2008-03-26 16,23,
2008-03-26 17,27,
2008-03-26 18,18,
2008-03-26 19,13,
2008-03-26 20,12,
2008-03-26 21,11,
2008-03-26 22,12,
2008-03-26 23,10,
2008-03-27 00,1,
2008-03-27 01,7,
2008-03-27 02,2,
2008-03-27 03,0,
2008-03-27 04,0,
2008-03-27 05,0,
2008-03-27 06,2,
2008-03-27 07,3,
2008-03-27 08,10,
2008-03-27 09,8,
2008-03-27 10,17,
2008-03-27 11,26,
2008-03-27 12,20,
2008-03-27 13,12,
2008-03-27 14,14,
2008-03-27 15,26,
2008-03-27 16,17,
2008-03-27 17,24,
2008-03-27 18,21,
2008-03-27 19,15,
2008-03-27 20,22,
2008-03-27 21,10,
2008-03-27 22,10,
2008-03-27 23,21,
2008-03-28 00,2,
2008-03-28 01,3,
2008-03-28 02,2,
2008-03-28 03,0,
2008-03-28 04,0,
2008-03-28 05,0,
2008-03-28 06,5,
2008-03-28 07,9,
2008-03-28 08,9,
2008-03-28 09,12,
2008-03-28 10,18,
2008-03-28 11,16,
2008-03-28 12,26,
2008-03-28 13,22,
2008-03-28 14,21,
2008-03-28 15,14,
2008-03-28 16,14,
2008-03-28 17,13,
2008-03-28 18,14,
2008-03-28 19,4,
2008-03-28 20,11,
2008-03-28 21,6,
2008-03-28 22,5,
2008-03-29 23,4,
2008-03-29 00,0,
2008-03-29 01,0,
2008-03-29 02,2,
2008-03-29 03,1,
2008-03-29 04,1,
2008-03-29 05,1,
2008-03-29 06,6,
2008-03-29 07,7,
2008-03-29 08,7,
2008-03-29 09,13,
2008-03-29 10,6,
2008-03-29 11,0,
2008-03-29 12,2,
2008-03-29 13,14,
2008-03-29 14,12,
2008-03-29 15,11,
2008-03-29 16,8,
2008-03-29 17,15,
2008-03-29 18,11,
2008-03-29 19,15,
2008-03-29 20,17,
2008-03-29 21,11,
2008-03-29 22,5,
2008-03-30 23,12,
2008-03-30 00,2,
2008-03-30 01,2,
2008-03-30 02,4,
2008-03-30 03,0,
2008-03-30 04,0,
2008-03-30 05,1,
2008-03-30 06,4,
2008-03-30 07,5,
2008-03-30 08,3,
2008-03-30 09,10,
2008-03-30 10,6,
2008-03-30 11,8,
2008-03-30 12,16,
2008-03-30 13,5,
2008-03-30 14,19,
2008-03-30 15,12,
2008-03-30 16,10,
2008-03-30 17,6,
2008-03-30 18,11,
2008-03-30 19,21,
2008-03-30 20,31,
2008-03-30 21,8,
2008-03-30 22,5,
2008-03-31 23,4,
2008-03-31 00,0,
2008-03-31 01,1,
2008-03-31 02,0,
2008-03-31 03,0,
2008-03-31 04,0,
2008-03-31 05,0,
2008-03-31 06,5,
2008-03-31 07,29,
2008-03-31 08,9,
2008-03-31 09,7,
2008-03-31 10,18,
2008-03-31 11,12,
2008-03-31 12,16,
2008-03-31 13,26,
2008-03-31 14,23,
2008-03-31 15,14,
2008-03-31 16,21,
2008-03-31 17,15,
2008-03-31 18,14,
2008-03-31 19,37,
2008-03-31 20,14,
2008-03-31 21,4,
2008-03-31 22,7,
2008-04-01 23,3,
2008-04-01 00,0,
2008-04-01 01,0,
2008-04-01 02,4,
2008-04-01 03,1,
2008-04-01 04,6,
2008-04-01 05,2,
2008-04-01 06,9,
2008-04-01 07,12,
2008-04-01 08,15,
2008-04-01 09,14,
2008-04-01 10,30,
2008-04-01 11,10,
2008-04-01 12,21,
2008-04-01 13,16,
2008-04-01 14,10,
2008-04-01 15,14,
2008-04-01 16,14,
2008-04-01 17,15,
2008-04-01 18,12,
2008-04-01 19,14,
2008-04-01 20,11,
2008-04-01 21,15,
2008-04-01 22,5,
2008-04-02 23,0,
2008-04-02 00,0,
2008-04-02 01,2,
2008-04-02 02,0,
2008-04-02 03,1,
2008-04-02 04,0,
2008-04-02 05,1,
2008-04-02 06,9,
2008-04-02 07,2,
2008-04-02 08,16,
2008-04-02 09,17,
2008-04-02 10,14,
2008-04-02 11,7,
2008-04-02 12,13,
2008-04-02 13,10,
2008-04-02 14,22,
2008-04-02 15,16,
2008-04-02 16,15,
2008-04-02 17,11,
2008-04-02 18,7,
2008-04-02 19,21,
2008-04-02 20,11,
2008-04-02 21,12,
2008-04-02 22,4,
2008-04-03 23,7,
2008-04-03 00,2,
2008-04-03 01,1,
2008-04-03 02,0,
2008-04-03 03,3,
2008-04-03 04,0,
2008-04-03 05,4,
2008-04-03 06,2,
2008-04-03 07,11,
2008-04-03 08,17,
2008-04-03 09,16,
2008-04-03 10,14,
2008-04-03 11,13,
2008-04-03 12,34,
2008-04-03 13,27,
2008-04-03 14,18,
2008-04-03 15,17,
2008-04-03 16,8,
2008-04-03 17,19,
2008-04-03 18,18,
2008-04-03 19,29,
2008-04-03 20,17,
2008-04-03 21,9,
2008-04-03 22,2,
2008-04-04 23,1,
2008-04-04 00,0,
2008-04-04 01,0,
2008-04-04 02,4,
2008-04-04 03,0,
2008-04-04 04,4,
2008-04-04 05,0,
2008-04-04 06,9,
2008-04-04 07,9,
2008-04-04 08,9,
2008-04-04 09,11,
2008-04-04 10,11,
2008-04-04 11,19,
2008-04-04 12,19,
2008-04-04 13,17,
2008-04-04 14,5,
2008-04-04 15,25,
2008-04-04 16,22,
2008-04-04 17,17,
2008-04-04 18,12,
2008-04-04 19,9,
2008-04-04 20,18,
2008-04-04 21,7,
2008-04-04 22,3,
2008-04-05 23,2,
2008-04-05 00,1,
2008-04-05 01,3,
2008-04-05 02,1,
2008-04-05 03,3,
2008-04-05 04,2,
2008-04-05 05,5,
2008-04-05 06,4,
2008-04-05 07,22,
2008-04-05 08,13,
2008-04-05 09,10,
2008-04-05 10,7,
2008-04-05 11,5,
2008-04-05 12,13,
2008-04-05 13,13,
2008-04-05 14,9,
2008-04-05 15,9,
2008-04-05 16,8,
2008-04-05 17,18,
2008-04-05 18,13,
2008-04-05 19,11,
2008-04-05 20,9,
2008-04-05 21,7,
2008-04-05 22,1,
2008-04-06 23,3,
2008-04-06 00,1,
2008-04-06 01,2,
2008-04-06 02,4,
2008-04-06 03,1,
2008-04-06 04,0,
2008-04-06 05,3,
2008-04-06 06,0,
2008-04-06 07,6,
2008-04-06 08,8,
2008-04-06 09,13,
2008-04-06 10,6,
2008-04-06 11,15,
2008-04-06 12,11,
2008-04-06 13,14,
2008-04-06 14,7,
2008-04-06 15,12,
2008-04-06 16,15,
2008-04-06 17,11,
2008-04-06 18,10,
2008-04-06 19,5,
2008-04-06 20,4,
2008-04-06 21,7,
2008-04-06 22,11,
2008-04-07 23,0,
2008-04-07 00,1,
