Date,Wikipedia[it],
2008-02-18 12,421,
2008-02-18 13,334,
2008-02-18 14,489,
2008-02-18 15,666,
2008-02-18 16,566,
2008-02-18 17,696,
2008-02-18 18,597,
2008-02-18 19,615,
2008-02-18 20,410,
2008-02-18 21,376,
2008-02-18 22,277,
2008-02-18 23,175,
2008-02-19 00,93,
2008-02-19 01,36,
2008-02-19 02,30,
2008-02-19 03,19,
2008-02-19 04,8,
2008-02-19 05,15,
2008-02-19 06,17,
2008-02-19 07,32,
2008-02-19 08,162,
2008-02-19 09,276,
2008-02-19 10,370,
2008-02-19 11,449,
2008-02-19 12,422,
2008-02-19 13,302,
2008-02-19 14,362,
2008-02-19 15,442,
2008-02-19 16,421,
2008-02-19 17,446,
2008-02-19 18,441,
2008-02-19 19,339,
2008-02-19 20,247,
2008-02-19 21,265,
2008-02-19 22,171,
2008-02-19 23,122,
2008-02-20 00,78,
2008-02-20 01,39,
2008-02-20 02,17,
2008-02-20 03,11,
2008-02-20 04,7,
2008-02-20 05,10,
2008-02-20 06,16,
2008-02-20 07,27,
2008-02-20 08,139,
2008-02-20 09,233,
2008-02-20 10,295,
2008-02-20 11,366,
2008-02-20 12,368,
2008-02-20 13,346,
2008-02-20 14,363,
2008-02-20 15,364,
2008-02-20 16,398,
2008-02-20 17,408,
2008-02-20 18,404,
2008-02-20 19,305,
2008-02-20 20,242,
2008-02-20 21,207,
2008-02-20 22,126,
2008-02-20 23,90,
2008-02-21 00,75,
2008-02-21 01,21,
2008-02-21 02,17,
2008-02-21 03,10,
2008-02-21 04,8,
2008-02-21 05,26,
2008-02-21 06,25,
2008-02-21 07,37,
2008-02-21 08,108,
2008-02-21 09,151,
2008-02-21 10,170,
2008-02-21 11,229,
2008-02-21 12,199,
2008-02-21 13,186,
2008-02-21 14,244,
2008-02-21 15,287,
2008-02-21 16,286,
2008-02-21 17,358,
2008-02-21 18,324,
2008-02-21 19,280,
2008-02-21 20,210,
2008-02-21 21,168,
2008-02-21 22,162,
2008-02-21 23,105,
2008-02-22 00,52,
2008-02-22 01,28,
2008-02-22 02,22,
2008-02-22 03,15,
2008-02-22 04,8,
2008-02-22 05,16,
2008-02-22 06,17,
2008-02-22 07,28,
2008-02-22 08,98,
2008-02-22 09,208,
2008-02-22 10,212,
2008-02-22 11,211,
2008-02-22 12,224,
2008-02-22 13,202,
2008-02-22 14,244,
2008-02-22 15,337,
2008-02-22 16,336,
2008-02-22 17,329,
2008-02-22 18,284,
2008-02-22 19,263,
2008-02-22 20,196,
2008-02-22 21,151,
2008-02-22 22,117,
2008-02-22 23,97,
2008-02-23 00,55,
2008-02-23 01,37,
2008-02-23 02,22,
2008-02-23 03,11,
2008-02-23 04,7,
2008-02-23 05,4,
2008-02-23 06,10,
2008-02-23 07,29,
2008-02-23 08,48,
2008-02-23 09,93,
2008-02-23 10,110,
2008-02-23 11,175,
2008-02-23 12,160,
2008-02-23 13,137,
2008-02-23 14,144,
2008-02-23 15,207,
2008-02-23 16,168,
2008-02-23 17,160,
2008-02-23 18,192,
2008-02-23 19,164,
2008-02-23 20,118,
2008-02-23 21,134,
2008-02-23 22,102,
2008-02-23 23,81,
2008-02-24 00,80,
2008-02-24 01,44,
2008-02-24 02,26,
2008-02-24 03,9,
2008-02-24 04,6,
2008-02-24 05,10,
2008-02-24 06,8,
2008-02-24 07,10,
2008-02-24 08,36,
2008-02-24 09,68,
2008-02-24 10,150,
2008-02-24 11,169,
2008-02-24 12,163,
2008-02-24 13,172,
2008-02-24 14,194,
2008-02-24 15,176,
2008-02-24 16,210,
2008-02-24 17,180,
2008-02-24 18,217,
2008-02-24 19,218,
2008-02-24 20,195,
2008-02-24 21,184,
2008-02-24 22,115,
2008-02-24 23,108,
2008-02-25 00,58,
2008-02-25 01,38,
2008-02-25 02,13,
2008-02-25 03,12,
2008-02-25 04,7,
2008-02-25 05,5,
2008-02-25 06,15,
2008-02-25 07,17,
2008-02-25 08,69,
2008-02-25 09,185,
2008-02-25 10,185,
2008-02-25 11,236,
2008-02-25 12,230,
2008-02-25 13,203,
2008-02-25 14,240,
2008-02-25 15,282,
2008-02-25 16,259,
2008-02-25 17,296,
2008-02-25 18,279,
2008-02-25 19,230,
2008-02-25 20,233,
2008-02-25 21,189,
2008-02-25 22,144,
2008-02-25 23,97,
2008-02-26 00,46,
2008-02-26 01,34,
2008-02-26 02,18,
2008-02-26 03,10,
2008-02-26 04,4,
2008-02-26 05,11,
2008-02-26 06,8,
2008-02-26 07,23,
2008-02-26 08,69,
2008-02-26 09,137,
2008-02-26 10,150,
2008-02-26 11,211,
2008-02-26 12,192,
2008-02-26 13,153,
2008-02-26 14,219,
2008-02-26 15,279,
2008-02-26 16,290,
2008-02-26 17,289,
2008-02-26 18,278,
2008-02-26 19,279,
2008-02-26 20,180,
2008-02-26 21,197,
2008-02-26 22,170,
2008-02-26 23,100,
2008-02-27 00,55,
2008-02-27 01,34,
2008-02-27 02,23,
2008-02-27 03,12,
2008-02-27 04,16,
2008-02-27 05,11,
2008-02-27 06,19,
2008-02-27 07,33,
2008-02-27 08,100,
2008-02-27 09,165,
2008-02-27 10,185,
2008-02-27 11,207,
2008-02-27 12,200,
2008-02-27 13,166,
2008-02-27 14,199,
2008-02-27 15,264,
2008-02-27 16,285,
2008-02-27 17,286,
2008-02-27 18,285,
2008-02-27 19,226,
2008-02-27 20,167,
2008-02-27 21,178,
2008-02-27 22,126,
2008-02-27 23,101,
2008-02-28 00,55,
2008-02-28 01,29,
2008-02-28 02,23,
2008-02-28 03,11,
2008-02-28 04,4,
2008-02-28 05,3,
2008-02-28 06,14,
2008-02-28 07,28,
2008-02-28 08,74,
2008-02-28 09,126,
2008-02-28 10,128,
2008-02-28 11,169,
2008-02-28 12,184,
2008-02-28 13,168,
2008-02-28 14,233,
2008-02-28 15,252,
2008-02-28 16,307,
2008-02-28 17,273,
2008-02-28 18,268,
2008-02-28 19,230,
2008-02-28 20,195,
2008-02-28 21,161,
2008-02-28 22,141,
2008-02-28 23,84,
2008-02-29 00,48,
2008-02-29 01,24,
2008-02-29 02,15,
2008-02-29 03,6,
2008-02-29 04,12,
2008-02-29 05,9,
2008-02-29 06,14,
2008-02-29 07,29,
2008-02-29 08,92,
2008-02-29 09,125,
2008-02-29 10,198,
2008-02-29 11,200,
2008-02-29 12,208,
2008-02-29 13,156,
2008-02-29 14,232,
2008-02-29 15,231,
2008-02-29 16,245,
2008-02-29 17,290,
2008-02-29 18,236,
2008-02-29 19,231,
2008-02-29 20,173,
2008-02-29 21,155,
2008-02-29 22,141,
2008-02-29 23,90,
2008-03-01 00,61,
2008-03-01 01,34,
2008-03-01 02,24,
2008-03-01 03,22,
2008-03-01 04,10,
2008-03-01 05,15,
2008-03-01 06,13,
2008-03-01 07,15,
2008-03-01 08,74,
2008-03-01 09,76,
2008-03-01 10,129,
2008-03-01 11,164,
2008-03-01 12,167,
2008-03-01 13,139,
2008-03-01 14,201,
2008-03-01 15,193,
2008-03-01 16,179,
2008-03-01 17,166,
2008-03-01 18,181,
2008-03-01 19,187,
2008-03-01 20,111,
2008-03-01 21,127,
2008-03-01 22,128,
2008-03-01 23,70,
2008-03-02 00,44,
2008-03-02 01,27,
2008-03-02 02,26,
2008-03-02 03,14,
2008-03-02 04,22,
2008-03-02 05,12,
2008-03-02 06,8,
2008-03-02 07,12,
2008-03-02 08,44,
2008-03-02 09,75,
2008-03-02 10,125,
2008-03-02 11,142,
2008-03-02 12,140,
2008-03-02 13,134,
2008-03-02 14,175,
2008-03-02 15,167,
2008-03-02 16,173,
2008-03-02 17,171,
2008-03-02 18,244,
2008-03-02 19,255,
2008-03-02 20,191,
2008-03-02 21,146,
2008-03-02 22,131,
2008-03-02 23,78,
2008-03-03 00,46,
2008-03-03 01,24,
2008-03-03 02,24,
2008-03-03 03,15,
2008-03-03 04,10,
2008-03-03 05,6,
2008-03-03 06,11,
2008-03-03 07,14,
2008-03-03 08,77,
2008-03-03 09,136,
2008-03-03 10,161,
2008-03-03 11,192,
2008-03-03 12,178,
2008-03-03 13,202,
2008-03-03 14,244,
2008-03-03 15,299,
2008-03-03 16,92,
2008-03-03 17,0,
2008-03-03 18,0,
2008-03-03 19,0,
2008-03-03 20,0,
2008-03-03 21,0,
2008-03-03 22,0,
2008-03-03 23,0,
2008-03-04 00,0,
2008-03-04 01,0,
2008-03-04 02,0,
2008-03-04 03,0,
2008-03-04 04,0,
2008-03-04 05,0,
2008-03-04 06,0,
2008-03-04 07,0,
2008-03-04 08,0,
2008-03-04 09,0,
2008-03-04 10,0,
2008-03-04 11,0,
2008-03-04 12,0,
2008-03-04 13,0,
2008-03-04 14,0,
2008-03-04 15,0,
2008-03-04 16,256,
2008-03-04 17,326,
2008-03-04 18,284,
2008-03-04 19,262,
2008-03-04 20,196,
2008-03-04 21,182,
2008-03-04 22,116,
2008-03-04 23,90,
2008-03-05 00,46,
2008-03-05 01,32,
2008-03-05 02,26,
2008-03-05 03,11,
2008-03-05 04,19,
2008-03-05 05,7,
2008-03-05 06,8,
2008-03-05 07,33,
2008-03-05 08,83,
2008-03-05 09,130,
2008-03-05 10,156,
2008-03-05 11,189,
2008-03-05 12,168,
2008-03-05 13,172,
2008-03-05 14,252,
2008-03-05 15,320,
2008-03-05 16,294,
2008-03-05 17,318,
2008-03-05 18,301,
2008-03-05 19,260,
2008-03-05 20,181,
2008-03-05 21,206,
2008-03-05 22,154,
2008-03-05 23,91,
2008-03-06 00,77,
2008-03-06 01,33,
2008-03-06 02,20,
2008-03-06 03,12,
2008-03-06 04,14,
2008-03-06 05,20,
2008-03-06 06,10,
2008-03-06 07,30,
2008-03-06 08,109,
2008-03-06 09,158,
2008-03-06 10,181,
2008-03-06 11,206,
2008-03-06 12,217,
2008-03-06 13,168,
2008-03-06 14,238,
2008-03-06 15,292,
2008-03-06 16,311,
2008-03-06 17,302,
2008-03-06 18,313,
2008-03-06 19,252,
2008-03-06 20,196,
2008-03-06 21,201,
2008-03-06 22,133,
2008-03-06 23,122,
2008-03-07 00,49,
2008-03-07 01,36,
2008-03-07 02,18,
2008-03-07 03,18,
2008-03-07 04,12,
2008-03-07 05,7,
2008-03-07 06,17,
2008-03-07 07,38,
2008-03-07 08,117,
2008-03-07 09,163,
2008-03-07 10,213,
2008-03-07 11,265,
2008-03-07 12,231,
2008-03-07 13,221,
2008-03-07 14,243,
2008-03-07 15,353,
2008-03-07 16,350,
2008-03-07 17,339,
2008-03-07 18,338,
2008-03-07 19,282,
2008-03-07 20,231,
2008-03-07 21,200,
2008-03-07 22,140,
2008-03-07 23,90,
2008-03-08 00,66,
2008-03-08 01,39,
2008-03-08 02,20,
2008-03-08 03,26,
2008-03-08 04,27,
2008-03-08 05,18,
2008-03-08 06,16,
2008-03-08 07,17,
2008-03-08 08,53,
2008-03-08 09,110,
2008-03-08 10,157,
2008-03-08 11,162,
2008-03-08 12,186,
2008-03-08 13,151,
2008-03-08 14,209,
2008-03-08 15,266,
2008-03-08 16,233,
2008-03-08 17,229,
2008-03-08 18,299,
2008-03-08 19,298,
2008-03-08 20,198,
2008-03-08 21,156,
2008-03-08 22,158,
2008-03-08 23,110,
2008-03-09 00,76,
2008-03-09 01,36,
2008-03-09 02,32,
2008-03-09 03,17,
2008-03-09 04,12,
2008-03-09 05,6,
2008-03-09 06,8,
2008-03-09 07,25,
2008-03-09 08,47,
2008-03-09 09,88,
2008-03-09 10,123,
2008-03-09 11,196,
2008-03-09 12,205,
2008-03-09 13,172,
2008-03-09 14,227,
2008-03-09 15,247,
2008-03-09 16,255,
2008-03-09 17,264,
2008-03-09 18,281,
2008-03-09 19,283,
2008-03-09 20,222,
2008-03-09 21,174,
2008-03-09 22,164,
2008-03-09 23,93,
2008-03-10 00,55,
2008-03-10 01,38,
2008-03-10 02,28,
2008-03-10 03,23,
2008-03-10 04,8,
2008-03-10 05,4,
2008-03-10 06,10,
2008-03-10 07,29,
2008-03-10 08,110,
2008-03-10 09,151,
2008-03-10 10,206,
2008-03-10 11,220,
2008-03-10 12,258,
2008-03-10 13,226,
2008-03-10 14,312,
2008-03-10 15,450,
2008-03-10 16,508,
2008-03-10 17,481,
2008-03-10 18,382,
2008-03-10 19,485,
2008-03-10 20,274,
2008-03-10 21,320,
2008-03-10 22,229,
2008-03-10 23,140,
2008-03-11 00,97,
2008-03-11 01,58,
2008-03-11 02,43,
2008-03-11 03,20,
2008-03-11 04,24,
2008-03-11 05,13,
2008-03-11 06,27,
2008-03-11 07,43,
2008-03-11 08,197,
2008-03-11 09,309,
2008-03-11 10,356,
2008-03-11 11,414,
2008-03-11 12,382,
2008-03-11 13,354,
2008-03-11 14,530,
2008-03-11 15,593,
2008-03-11 16,628,
2008-03-11 17,608,
2008-03-11 18,544,
2008-03-11 19,563,
2008-03-11 20,389,
2008-03-11 21,382,
2008-03-11 22,269,
2008-03-11 23,198,
2008-03-12 00,114,
2008-03-12 01,57,
2008-03-12 02,38,
2008-03-12 03,23,
2008-03-12 04,9,
2008-03-12 05,10,
2008-03-12 06,17,
2008-03-12 07,57,
2008-03-12 08,127,
2008-03-12 09,251,
2008-03-12 10,377,
2008-03-12 11,411,
2008-03-12 12,393,
2008-03-12 13,356,
2008-03-12 14,422,
2008-03-12 15,586,
2008-03-12 16,573,
2008-03-12 17,579,
2008-03-12 18,615,
2008-03-12 19,490,
2008-03-12 20,390,
2008-03-12 21,368,
2008-03-12 22,313,
2008-03-12 23,191,
2008-03-13 00,120,
2008-03-13 01,55,
2008-03-13 02,23,
2008-03-13 03,10,
2008-03-13 04,12,
2008-03-13 05,9,
2008-03-13 06,28,
2008-03-13 07,60,
2008-03-13 08,156,
2008-03-13 09,288,
2008-03-13 10,334,
2008-03-13 11,406,
2008-03-13 12,384,
2008-03-13 13,310,
2008-03-13 14,462,
2008-03-13 15,529,
2008-03-13 16,533,
2008-03-13 17,533,
2008-03-13 18,580,
2008-03-13 19,453,
2008-03-13 20,365,
2008-03-13 21,376,
2008-03-13 22,247,
2008-03-13 23,195,
2008-03-14 00,81,
2008-03-14 01,52,
2008-03-14 02,37,
2008-03-14 03,19,
2008-03-14 04,14,
2008-03-14 05,16,
2008-03-14 06,16,
2008-03-14 07,53,
2008-03-14 08,204,
2008-03-14 09,296,
2008-03-14 10,330,
2008-03-14 11,364,
2008-03-14 12,437,
2008-03-14 13,279,
2008-03-14 14,418,
2008-03-14 15,471,
2008-03-14 16,499,
2008-03-14 17,475,
2008-03-14 18,489,
2008-03-14 19,440,
2008-03-14 20,329,
2008-03-14 21,284,
2008-03-14 22,237,
2008-03-14 23,130,
2008-03-15 00,102,
2008-03-15 01,71,
2008-03-15 02,41,
2008-03-15 03,15,
2008-03-15 04,12,
2008-03-15 05,8,
2008-03-15 06,12,
2008-03-15 07,35,
2008-03-15 08,102,
2008-03-15 09,217,
2008-03-15 10,247,
2008-03-15 11,289,
2008-03-15 12,270,
2008-03-15 13,263,
2008-03-15 14,303,
2008-03-15 15,321,
2008-03-15 16,305,
2008-03-15 17,297,
2008-03-15 18,319,
2008-03-15 19,349,
2008-03-15 20,278,
2008-03-15 21,197,
2008-03-15 22,160,
2008-03-15 23,131,
2008-03-16 00,98,
2008-03-16 01,57,
2008-03-16 02,36,
2008-03-16 03,24,
2008-03-16 04,16,
2008-03-16 05,6,
2008-03-16 06,15,
2008-03-16 07,41,
2008-03-16 08,58,
2008-03-16 09,152,
2008-03-16 10,219,
2008-03-16 11,280,
2008-03-16 12,285,
2008-03-16 13,288,
2008-03-16 14,343,
2008-03-16 15,342,
2008-03-16 16,372,
2008-03-16 17,422,
2008-03-16 18,391,
2008-03-16 19,351,
2008-03-16 20,310,
2008-03-16 21,288,
2008-03-16 22,273,
2008-03-16 23,175,
2008-03-17 00,102,
2008-03-17 01,61,
2008-03-17 02,21,
2008-03-17 03,18,
2008-03-17 04,11,
2008-03-17 05,12,
2008-03-17 06,17,
2008-03-17 07,60,
2008-03-17 08,201,
2008-03-17 09,288,
2008-03-17 10,356,
2008-03-17 11,402,
2008-03-17 12,399,
2008-03-17 13,328,
2008-03-17 14,456,
2008-03-17 15,537,
2008-03-17 16,548,
2008-03-17 17,566,
2008-03-17 18,730,
2008-03-17 19,526,
2008-03-17 20,386,
2008-03-17 21,381,
2008-03-17 22,315,
2008-03-17 23,221,
2008-03-18 00,109,
2008-03-18 01,224,
2008-03-18 02,51,
2008-03-18 03,17,
2008-03-18 04,9,
2008-03-18 05,10,
2008-03-18 06,24,
2008-03-18 07,43,
2008-03-18 08,185,
2008-03-18 09,950,
2008-03-18 10,412,
2008-03-18 11,439,
2008-03-18 12,415,
2008-03-18 13,372,
2008-03-18 14,452,
2008-03-18 15,585,
2008-03-18 16,544,
2008-03-18 17,539,
2008-03-18 18,552,
2008-03-18 19,461,
2008-03-18 20,356,
2008-03-18 21,343,
2008-03-18 22,275,
2008-03-18 23,203,
2008-03-19 00,84,
2008-03-19 01,47,
2008-03-19 02,26,
2008-03-19 03,13,
2008-03-19 04,18,
2008-03-19 05,17,
2008-03-19 06,22,
2008-03-19 07,45,
2008-03-19 08,162,
2008-03-19 09,254,
2008-03-19 10,361,
2008-03-19 11,409,
2008-03-19 12,369,
2008-03-19 13,271,
2008-03-19 14,365,
2008-03-19 15,407,
2008-03-19 16,411,
2008-03-19 17,410,
2008-03-19 18,376,
2008-03-19 19,323,
2008-03-19 20,271,
2008-03-19 21,236,
2008-03-19 22,173,
2008-03-19 23,139,
2008-03-20 00,118,
2008-03-20 01,67,
2008-03-20 02,35,
2008-03-20 03,22,
2008-03-20 04,9,
2008-03-20 05,10,
2008-03-20 06,10,
2008-03-20 07,54,
2008-03-20 08,123,
2008-03-20 09,237,
2008-03-20 10,361,
2008-03-20 11,420,
2008-03-20 12,396,
2008-03-20 13,380,
2008-03-20 14,418,
2008-03-20 15,362,
2008-03-20 16,195,
2008-03-20 17,215,
2008-03-20 18,249,
2008-03-20 19,240,
2008-03-20 20,189,
2008-03-20 21,201,
2008-03-20 22,160,
2008-03-20 23,138,
2008-03-21 00,88,
2008-03-21 01,39,
2008-03-21 02,46,
2008-03-21 03,18,
2008-03-21 04,15,
2008-03-21 05,9,
2008-03-21 06,12,
2008-03-21 07,36,
2008-03-21 08,127,
2008-03-21 09,240,
2008-03-21 10,416,
2008-03-21 11,380,
2008-03-21 12,315,
2008-03-21 13,282,
2008-03-21 14,300,
2008-03-21 15,284,
2008-03-21 16,279,
2008-03-21 17,240,
2008-03-21 18,221,
2008-03-21 19,206,
2008-03-21 20,139,
2008-03-21 21,129,
2008-03-21 22,109,
2008-03-21 23,111,
2008-03-22 00,45,
2008-03-22 01,35,
2008-03-22 02,15,
2008-03-22 03,15,
2008-03-22 04,7,
2008-03-22 05,9,
2008-03-22 06,15,
2008-03-22 07,32,
2008-03-22 08,52,
2008-03-22 09,148,
2008-03-22 10,248,
2008-03-22 11,212,
2008-03-22 12,190,
2008-03-22 13,161,
2008-03-22 14,211,
2008-03-22 15,231,
2008-03-22 16,229,
2008-03-22 17,246,
2008-03-22 18,283,
2008-03-22 19,233,
2008-03-22 20,191,
2008-03-22 21,173,
2008-03-22 22,155,
2008-03-22 23,112,
2008-03-23 00,73,
2008-03-23 01,60,
2008-03-23 02,36,
2008-03-23 03,16,
2008-03-23 04,10,
2008-03-23 05,6,
2008-03-23 06,13,
2008-03-23 07,19,
2008-03-23 08,44,
2008-03-23 09,96,
2008-03-23 10,149,
2008-03-23 11,186,
2008-03-23 12,150,
2008-03-23 13,126,
2008-03-23 14,153,
2008-03-23 15,237,
2008-03-23 16,238,
2008-03-23 17,246,
2008-03-23 18,266,
2008-03-23 19,360,
2008-03-23 20,228,
2008-03-23 21,221,
2008-03-23 22,206,
2008-03-23 23,165,
2008-03-24 00,127,
2008-03-24 01,64,
2008-03-24 02,31,
2008-03-24 03,15,
2008-03-24 04,9,
2008-03-24 05,9,
2008-03-24 06,15,
2008-03-24 07,23,
2008-03-24 08,70,
2008-03-24 09,158,
2008-03-24 10,256,
2008-03-24 11,278,
2008-03-24 12,216,
2008-03-24 13,165,
2008-03-24 14,160,
2008-03-24 15,155,
2008-03-24 16,161,
2008-03-24 17,198,
2008-03-24 18,227,
2008-03-24 19,238,
2008-03-24 20,315,
2008-03-24 21,271,
2008-03-24 22,176,
2008-03-24 23,141,
2008-03-25 00,56,
2008-03-25 01,33,
2008-03-25 02,20,
2008-03-25 03,14,
2008-03-25 04,10,
2008-03-25 05,13,
2008-03-25 06,10,
2008-03-25 07,23,
2008-03-25 08,67,
2008-03-25 09,148,
2008-03-25 10,243,
2008-03-25 11,278,
2008-03-25 12,249,
2008-03-25 13,194,
2008-03-25 14,252,
2008-03-25 15,289,
2008-03-25 16,268,
2008-03-25 17,301,
2008-03-25 18,258,
2008-03-25 19,280,
2008-03-25 20,220,
2008-03-25 21,201,
2008-03-25 22,156,
2008-03-25 23,103,
2008-03-26 00,63,
2008-03-26 01,38,
2008-03-26 02,14,
2008-03-26 03,20,
2008-03-26 04,11,
2008-03-26 05,4,
2008-03-26 06,15,
2008-03-26 07,34,
2008-03-26 08,81,
2008-03-26 09,121,
2008-03-26 10,181,
2008-03-26 11,226,
2008-03-26 12,278,
2008-03-26 13,183,
2008-03-26 14,252,
2008-03-26 15,328,
2008-03-26 16,322,
2008-03-26 17,311,
2008-03-26 18,289,
2008-03-26 19,336,
2008-03-26 20,314,
2008-03-26 21,305,
2008-03-26 22,261,
2008-03-26 23,161,
2008-03-27 00,104,
2008-03-27 01,53,
2008-03-27 02,41,
2008-03-27 03,30,
2008-03-27 04,8,
2008-03-27 05,13,
2008-03-27 06,17,
2008-03-27 07,30,
2008-03-27 08,107,
2008-03-27 09,235,
2008-03-27 10,281,
2008-03-27 11,353,
2008-03-27 12,404,
2008-03-27 13,262,
2008-03-27 14,286,
2008-03-27 15,281,
2008-03-27 16,303,
2008-03-27 17,285,
2008-03-27 18,268,
2008-03-27 19,420,
2008-03-27 20,228,
2008-03-27 21,174,
2008-03-27 22,163,
2008-03-27 23,80,
2008-03-28 00,49,
2008-03-28 01,45,
2008-03-28 02,17,
2008-03-28 03,25,
2008-03-28 04,14,
2008-03-28 05,14,
2008-03-28 06,49,
2008-03-28 07,163,
2008-03-28 08,275,
2008-03-28 09,361,
2008-03-28 10,371,
2008-03-28 11,323,
2008-03-28 12,327,
2008-03-28 13,460,
2008-03-28 14,566,
2008-03-28 15,547,
2008-03-28 16,729,
2008-03-28 17,534,
2008-03-28 18,424,
2008-03-28 19,353,
2008-03-28 20,357,
2008-03-28 21,265,
2008-03-28 22,193,
2008-03-29 23,98,
2008-03-29 00,55,
2008-03-29 01,41,
2008-03-29 02,24,
2008-03-29 03,15,
2008-03-29 04,15,
2008-03-29 05,25,
2008-03-29 06,39,
2008-03-29 07,80,
2008-03-29 08,174,
2008-03-29 09,221,
2008-03-29 10,486,
2008-03-29 11,282,
2008-03-29 12,250,
2008-03-29 13,323,
2008-03-29 14,335,
2008-03-29 15,346,
2008-03-29 16,334,
2008-03-29 17,326,
2008-03-29 18,280,
2008-03-29 19,213,
2008-03-29 20,204,
2008-03-29 21,187,
2008-03-29 22,144,
2008-03-30 23,87,
2008-03-30 00,56,
2008-03-30 01,35,
2008-03-30 02,14,
2008-03-30 03,9,
2008-03-30 04,8,
2008-03-30 05,10,
2008-03-30 06,33,
2008-03-30 07,69,
2008-03-30 08,153,
2008-03-30 09,241,
2008-03-30 10,289,
2008-03-30 11,261,
2008-03-30 12,337,
2008-03-30 13,349,
2008-03-30 14,431,
2008-03-30 15,437,
2008-03-30 16,409,
2008-03-30 17,461,
2008-03-30 18,427,
2008-03-30 19,389,
2008-03-30 20,269,
2008-03-30 21,214,
2008-03-30 22,130,
2008-03-31 23,57,
2008-03-31 00,37,
2008-03-31 01,23,
2008-03-31 02,20,
2008-03-31 03,17,
2008-03-31 04,16,
2008-03-31 05,38,
2008-03-31 06,159,
2008-03-31 07,222,
2008-03-31 08,337,
2008-03-31 09,393,
2008-03-31 10,373,
2008-03-31 11,325,
2008-03-31 12,443,
2008-03-31 13,638,
2008-03-31 14,561,
2008-03-31 15,595,
2008-03-31 16,612,
2008-03-31 17,507,
2008-03-31 18,486,
2008-03-31 19,427,
2008-03-31 20,296,
2008-03-31 21,207,
2008-03-31 22,107,
2008-04-01 23,54,
2008-04-01 00,42,
2008-04-01 01,21,
2008-04-01 02,12,
2008-04-01 03,7,
2008-04-01 04,22,
2008-04-01 05,49,
2008-04-01 06,156,
2008-04-01 07,272,
2008-04-01 08,275,
2008-04-01 09,433,
2008-04-01 10,401,
2008-04-01 11,349,
2008-04-01 12,519,
2008-04-01 13,705,
2008-04-01 14,624,
2008-04-01 15,672,
2008-04-01 16,620,
2008-04-01 17,549,
2008-04-01 18,456,
2008-04-01 19,394,
2008-04-01 20,313,
2008-04-01 21,170,
2008-04-01 22,112,
2008-04-02 23,48,
2008-04-02 00,36,
2008-04-02 01,23,
2008-04-02 02,0,
2008-04-02 03,15,
2008-04-02 04,13,
2008-04-02 05,44,
2008-04-02 06,141,
2008-04-02 07,256,
2008-04-02 08,339,
2008-04-02 09,402,
2008-04-02 10,412,
2008-04-02 11,331,
2008-04-02 12,485,
2008-04-02 13,525,
2008-04-02 14,603,
2008-04-02 15,616,
2008-04-02 16,535,
2008-04-02 17,526,
2008-04-02 18,402,
2008-04-02 19,374,
2008-04-02 20,319,
2008-04-02 21,222,
2008-04-02 22,101,
2008-04-03 23,48,
2008-04-03 00,23,
2008-04-03 01,22,
2008-04-03 02,15,
2008-04-03 03,18,
2008-04-03 04,21,
2008-04-03 05,72,
2008-04-03 06,159,
2008-04-03 07,301,
2008-04-03 08,370,
2008-04-03 09,414,
2008-04-03 10,406,
2008-04-03 11,304,
2008-04-03 12,438,
2008-04-03 13,584,
2008-04-03 14,603,
2008-04-03 15,559,
2008-04-03 16,577,
2008-04-03 17,505,
2008-04-03 18,384,
2008-04-03 19,394,
2008-04-03 20,319,
2008-04-03 21,187,
2008-04-03 22,106,
2008-04-04 23,45,
2008-04-04 00,26,
2008-04-04 01,21,
2008-04-04 02,18,
2008-04-04 03,13,
2008-04-04 04,16,
2008-04-04 05,36,
2008-04-04 06,139,
2008-04-04 07,282,
2008-04-04 08,322,
2008-04-04 09,404,
2008-04-04 10,385,
2008-04-04 11,311,
2008-04-04 12,479,
2008-04-04 13,492,
2008-04-04 14,484,
2008-04-04 15,507,
2008-04-04 16,489,
2008-04-04 17,432,
2008-04-04 18,383,
2008-04-04 19,267,
2008-04-04 20,260,
2008-04-04 21,135,
2008-04-04 22,74,
2008-04-05 23,43,
2008-04-05 00,39,
2008-04-05 01,14,
2008-04-05 02,11,
2008-04-05 03,11,
2008-04-05 04,12,
2008-04-05 05,24,
2008-04-05 06,48,
2008-04-05 07,125,
2008-04-05 08,164,
2008-04-05 09,207,
2008-04-05 10,213,
2008-04-05 11,228,
2008-04-05 12,298,
2008-04-05 13,317,
2008-04-05 14,315,
2008-04-05 15,325,
2008-04-05 16,315,
2008-04-05 17,411,
2008-04-05 18,241,
2008-04-05 19,239,
2008-04-05 20,179,
2008-04-05 21,159,
2008-04-05 22,86,
2008-04-06 23,57,
2008-04-06 00,48,
2008-04-06 01,31,
2008-04-06 02,17,
2008-04-06 03,8,
2008-04-06 04,17,
2008-04-06 05,21,
2008-04-06 06,53,
2008-04-06 07,136,
2008-04-06 08,230,
2008-04-06 09,365,
2008-04-06 10,328,
2008-04-06 11,292,
2008-04-06 12,340,
2008-04-06 13,391,
2008-04-06 14,333,
2008-04-06 15,411,
2008-04-06 16,495,
2008-04-06 17,436,
2008-04-06 18,403,
2008-04-06 19,341,
2008-04-06 20,252,
2008-04-06 21,223,
2008-04-06 22,94,
2008-04-07 23,52,
2008-04-07 00,28,
